floracion_dias,altura_cm,densidad_sem,rendimiento,aceite_porcentaje,campania,tipo_ensayo,epoca,distancia_entre_surcos,tipo_siembra,testigo,visible,cultivar
56,175,52298,2700,49.06,2007-2008,Convencional,Normal,70,Directa,NO,SI,PARAISO 55
56,125,60206,2477,51.4,2003-2004,Convencional,Normal,52,Directa,NO,SI,PARAISO 30
56,125,50330,2859,49.49,2003-2004,Convencional,Normal,52,Directa,NO,SI,PARAISO 30
56,135,43662,2379,50.49,2003-2004,Convencional,Normal,70,Directa,NO,SI,PARAISO 30
56,89,66070,1253,55,2009-2010,Convencional,Normal,52,Directa,NO,SI,PARAISO 21
56,168,55632,3699,50,2010-2011,Convencional,Normal,52,Directa,NO,SI,PARAISO 102 CL
56,170,41006,1705,47.29,2009-2010,Convencional,Normal,70,Directa,NO,SI,AROMO 11
56,184,48213,2684,49.3,2006-2007,Convencional,Normal,52,Convencional,NO,SI,DF 816
56,158,51629,2545,38.5,2006-2007,Convencional,Normal,52,Directa,NO,SI,DF 816
56,140,54330,2664,47.64,2003-2004,Convencional,Normal,52,Directa,SI,NO,KWSOL TROPEL
56,150,42951,2218,48.15,2003-2004,Convencional,Normal,70,Directa,NO,SI,KWSOL TROPEL
56,128,46986,2833,44.2,2008-2009,Convencional,Normal,52,Directa,NO,SI,KWSOL 770
56,105,25537,1823,47.84,2010-2011,Clearfield,Normal,52,Directa,NO,SI,KWSOL 362 CL
56,146,60349,3135,47.21,2003-2004,Convencional,Normal,52,Directa,NO,SI,BAGUAL
56,158,41339,1314,52.23,2009-2010,Convencional,Normal,70,Directa,NO,SI,HELIO 250
56,120,43264,3238,54.67,2010-2011,Convencional,Normal,70,Directa,NO,SI,CSF 7603
56,125,41830,2538,50.44,2010-2011,Convencional,Normal,70,Directa,NO,SI,CORALIA CS
56,159,67213,2550,49.89,2009-2010,Convencional,Normal,52,Directa,NO,SI,PAMPERO DM
56,115,41759,2656,41.5,2003-2004,Convencional,Normal,52,Convencional,NO,SI,PAIHUEN
56,140,44312,2338,45.49,2003-2004,Convencional,Normal,70,Directa,NO,SI,PAIHUEN
56,163,47619,2772,46.94,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,PAIHUEN
56,176,41747,2310,48.22,2009-2010,Convencional,Normal,70,Directa,NO,SI,PAIHUEN
56,170,37743,2385,48.28,2009-2010,Convencional,Normal,70,Directa,NO,SI,PAIHUEN
56,125,40328,2175,37.1,2003-2004,Convencional,Normal,52,Convencional,NO,SI,MILLEN
56,139,59816,3436,49.96,2003-2004,Convencional,Normal,52,Directa,NO,SI,CAUQUEN
56,145,44461,2191,49.71,2003-2004,Convencional,Normal,70,Directa,NO,SI,CAUQUEN
56,165,43827,1914,35.35,2007-2008,Clearfield,Normal,70,Directa,NO,SI,CACIQUE CL
56,110,25020,2826,45.35,2010-2011,Clearfield,Normal,52,Directa,NO,SI,CACIQUE CL
56,140,60096,4606,47.72,2014-2015,Convencional,Normal,52,Directa,NO,SI,CACIQUE 312 CL
56,138,56733,2971,46.79,2003-2004,Convencional,Normal,52,Directa,NO,SI,TRISOL 700
56,130,43587,2238,37.9,2003-2004,Convencional,Normal,52,Convencional,NO,SI,MG 50
56,130,45908,2659,45.03,2003-2004,Convencional,Normal,52,Directa,NO,SI,MG 50
56,140,44422,2452,49.16,2003-2004,Convencional,Normal,70,Directa,NO,SI,MG 50
56,180,59120,2317,42.59,2007-2008,Convencional,Normal,52,Directa,NO,SI,MG 2
56,133,56444,3058,45.61,2003-2004,Convencional,Normal,52,Directa,NO,SI,GH 1100
56,165,63703,2039,39.32,2007-2008,Convencional,Normal,52,Directa,NO,SI,DM 280
56,94,67055,1008,50.76,2009-2010,Convencional,Normal,52,Directa,NO,SI,TEHUELCHE CL
56,115,25150,1847,43.96,2010-2011,Clearfield,Normal,52,Directa,NO,SI,TEHUELCHE CL
56,160,34186,2017,46.74,2009-2010,Convencional,Normal,70,Directa,NO,SI,KOYA
56,100,37980,2847,53.41,2010-2011,Convencional,Normal,70,Directa,NO,SI,FABIOLA CS
56,159,48366,2960,51.23,2003-2004,Convencional,Normal,52,Directa,NO,SI,BUCK SOLFLOR
56,153,56346,1385,43.92,2009-2010,Convencional,Normal,52,Directa,NO,SI,BUCK SOLFLOR
56,170,45238,2625,49.7,2002-2003,Convencional,Tardia,70,Convencional,NO,SI,BUCK PAMPAFLOR
56,125,38872,1837,36.7,2003-2004,Convencional,Normal,52,Convencional,NO,SI,BUCK PAMPAFLOR
56,93,70202,1286,56.7,2009-2010,Convencional,Normal,52,Directa,NO,SI,BGH 3013
56,140,55288,3930,49.2,2014-2015,Convencional,Normal,52,Directa,NO,SI,ARGENSOL 70 CL
56,150,46930,3413,48.2,2008-2009,Convencional,Normal,52,Directa,NO,SI,ARGENSOL 20
56,130,50481,3089,51.15,2016-2017,Convencional,Normal,52,Directa,NO,SI,ES SHAKIRA
56,161,43117,1822,43.83,2009-2010,Convencional,Normal,70,Directa,NO,SI,GAC 100
56,110,34775,3585,55.64,2010-2011,Convencional,Normal,70,Directa,SI,NO,GAC 100
56,157,45501,2876,45.3,2006-2007,Convencional,Normal,70,Convencional,SI,NO,VDH 487
56,124,60762,1140,56.7,2009-2010,Convencional,Normal,52,Directa,NO,SI,VDH 487
56,161,69335,2561,52.86,2009-2010,Convencional,Normal,52,Directa,NO,SI,VDH 487
56,168,52198,3293,50.47,2010-2011,Convencional,Normal,52,Directa,NO,SI,EXP ADV V 90631 CL HO
56,114,67647,1313,54.45,2009-2010,Convencional,Normal,52,Directa,NO,SI,CF 31
56,180,41887,2174,39.53,2007-2008,Clearfield,Normal,70,Directa,NO,SI,CF 27 CL
56,184,58456,3683,39.9,2006-2007,Convencional,Normal,52,Directa,NO,SI,CF 27
56,145,51282,3100,51.6,2016-2017,Convencional,Normal,52,Directa,NO,SI,ADV 5200
56,190,61930,2305,36.51,2007-2008,Convencional,Normal,52,Directa,NO,SI,ACA 886 DM
56,149,59863,3219,45.47,2003-2004,Convencional,Normal,52,Directa,SI,NO,ACA 884
56,135,48488,3278,41.45,2003-2004,Convencional,Normal,52,Directa,NO,SI,ACA 884
56,115,37814,2142,32.2,2003-2004,Convencional,Normal,52,Convencional,NO,SI,ACA 876
56,140,43694,2415,46.99,2003-2004,Convencional,Normal,70,Directa,NO,SI,ACA 876
56,155,44471,2926,42.7,2006-2007,Convencional,Normal,70,Convencional,NO,SI,ACA 872
56,124,52885,2648,51.57,2016-2017,Convencional,Normal,52,Directa,NO,SI,ACA 868 HO
56,154,63485,2567,50.6,2009-2010,Convencional,Normal,52,Directa,NO,SI,ACA 863
56,112,61242,685,52.39,2009-2010,Convencional,Normal,52,Directa,NO,SI,ACA 861
56,152,68065,2578,50.7,2009-2010,Convencional,Normal,52,Directa,NO,SI,ACA 861
56,160,45992,2079,47.29,2009-2010,Convencional,Normal,70,Directa,NO,SI,ACA 861
56,130,44208,3744,52.42,2010-2011,Convencional,Normal,70,Directa,NO,SI,ACA 861
57,150,44605,2747,48.23,2003-2004,Convencional,Normal,70,Directa,NO,SI,ZR 130
57,130,40468,2117,40.5,2003-2004,Convencional,Normal,52,Convencional,NO,SI,ZR 123
57,160,48854,2003,39.83,2007-2008,Clearfield,Normal,70,Directa,NO,SI,ZETA 2 CL
57,135,39541,1616,43.97,2009-2010,Clearfield,Normal,70,Directa,NO,SI,SEA 2088 C
57,150,56090,4187,44.26,2014-2015,Convencional,Normal,52,Directa,NO,SI,VT 3030
57,196,55632,3129,45.73,2010-2011,Convencional,Normal,52,Directa,NO,SI,TOBSOL 261
57,147,49284,1294,44.08,2009-2010,Convencional,Normal,52,Directa,NO,SI,TOB 3004
57,153,53571,3006,48.52,2010-2011,Convencional,Normal,52,Directa,NO,NO,SY 3960 CL HO
57,100,24201,2004,49.78,2010-2011,Clearfield,Normal,52,Directa,NO,SI,SY 3960 CL HO
57,145,57378,3010,47.39,2003-2004,Convencional,Normal,52,Directa,NO,SI,SPS 4540
57,145,48897,3105,47.54,2003-2004,Convencional,Normal,52,Directa,NO,SI,SPS 4540
57,110,40206,3780,53.23,2010-2011,Convencional,Normal,70,Directa,NO,SI,SPS 3120
57,141,36977,1469,47.52,2009-2010,Clearfield,Normal,70,Directa,NO,SI,SPS 3 G 04 C
57,159,62884,3321,51.97,2003-2004,Convencional,Normal,52,Directa,NO,SI,SPS 3150
57,87,68231,1204,56.7,2009-2010,Convencional,Normal,52,Directa,NO,SI,NK 70 CL
57,103,63359,838,52.78,2009-2010,Convencional,Normal,52,Directa,NO,SI,NK 70 CL
57,129,46845,3185,47.7,2008-2009,Convencional,Normal,52,Directa,NO,SI,NK 50
57,88,60191,1041,54.37,2009-2010,Convencional,Normal,52,Directa,NO,SI,NK 50
57,172,67745,2746,48.26,2009-2010,Convencional,Normal,52,Directa,NO,SI,NK 44 CL
57,158,35903,1682,42.25,2009-2010,Clearfield,Normal,70,Directa,NO,SI,NK 44 CL
57,154,57583,3515,50.79,2003-2004,Convencional,Normal,52,Directa,NO,SI,DEKASOL 4050
57,205,58185,2419,39.35,2007-2008,Convencional,Normal,52,Directa,NO,SI,DEKASOL 4045 DM
57,180,51687,3291,39.1,2006-2007,Convencional,Normal,52,Directa,NO,SI,DEKASOL 4000 CL
57,170,50265,2622,40.67,2007-2008,Clearfield,Normal,70,Directa,NO,NO,DEKASOL 4000 CL
57,165,65269,2609,44.48,2007-2008,Convencional,Normal,52,Directa,NO,NO,DEKASOL 3940 DM
57,129,51577,3552,50.77,2003-2004,Convencional,Normal,52,Directa,NO,SI,DEKASOL 3920
57,145,44756,2569,52.39,2003-2004,Convencional,Normal,70,Directa,NO,SI,DEKASOL 3920
57,139,46869,3615,49.1,2008-2009,Convencional,Normal,52,Directa,SI,NO,DEKASOL 3820
57,140,62405,3416,45.63,2003-2004,Convencional,Normal,52,Directa,NO,SI,ATUEL
57,125,39557,1767,34.6,2003-2004,Convencional,Normal,52,Convencional,NO,SI,AGROBEL 972
57,86,67653,1351,51.93,2009-2010,Convencional,Normal,52,Directa,NO,SI,AGROBEL 963
57,145,54762,2931,51.7,2002-2003,Convencional,Tardia,70,Convencional,NO,SI,AGROBEL 962
57,150,45260,2511,45.3,2002-2003,Convencional,Normal,70,Convencional,NO,SI,AGROBEL 962
57,157,55238,2781,48.2,2002-2003,Convencional,Normal,70,Convencional,NO,SI,ZENIT
57,125,47505,3426,48.53,2003-2004,Convencional,Normal,52,Directa,SI,NO,TRITON MAX
57,154,59393,3228,48.52,2003-2004,Convencional,Normal,52,Directa,NO,SI,CIRO
57,155,38059,2785,41.4,2006-2007,Convencional,Normal,70,Convencional,NO,SI,ALBISOL 21
57,159,50777,1468,47.34,2009-2010,Convencional,Normal,52,Directa,NO,SI,ALBISOL 20 CL
57,145,48141,3192,48.29,2003-2004,Convencional,Normal,52,Directa,NO,SI,ALBISOL 2
57,200,54165,2385,43.49,2007-2008,Convencional,Normal,52,Directa,NO,SI,ALBISOL 2
57,119,49679,2941,52.88,2016-2017,Convencional,Normal,52,Directa,NO,SI,MOOGLLI CL AO
57,111,64504,1017,47.04,2009-2010,Convencional,Normal,52,Directa,NO,SI,RIMISOL 12 CL
57,156,70056,2952,52.62,2009-2010,Convencional,Normal,52,Directa,NO,SI,PIONEER 65 A 40
57,98,67876,1319,51.37,2009-2010,Convencional,Normal,52,Directa,NO,SI,PIONEER 65 A 25
57,155,60096,4666,49.9,2014-2015,Convencional,Normal,52,Directa,NO,SI,PIONEER 65 A 25
57,94,64286,1052,50.36,2009-2010,Convencional,Normal,52,Directa,NO,SI,PIONEER 64 A 89
57,164,45289,2241,48.8,2006-2007,Convencional,Normal,52,Convencional,NO,SI,PIONEER 64 A 51
57,138,40814,1626,44.23,2009-2010,Clearfield,Normal,70,Directa,NO,SI,PAN 7063 CL
57,124,59066,2456,45.61,2010-2011,Clearfield,Normal,52,Directa,NO,SI,PAN 7063 CL
57,95,25208,2521,50.33,2010-2011,Clearfield,Normal,52,Directa,NO,SI,PAN 7063 CL
57,155,53264,3318,37.6,2006-2007,Convencional,Normal,52,Directa,NO,SI,PAN 7039
57,174,42826,3332,46.6,2008-2009,Convencional,Normal,70,Directa,NO,SI,PAN 7034
57,174,50824,2963,47.66,2010-2011,Convencional,Normal,52,Directa,NO,SI,PAN 7034
57,109,62761,1227,52.12,2009-2010,Convencional,Normal,52,Directa,NO,NO,PAN 7031
57,175,57005,3394,48.47,2010-2011,Convencional,Normal,52,Directa,NO,SI,PAN 7031
57,83,60747,1143,53.57,2009-2010,Convencional,Normal,52,Directa,NO,SI,AUSIGOLD 7
57,85,70257,1312,52.72,2009-2010,Convencional,Normal,52,Directa,NO,SI,AUSIGOLD 4
57,180,44181,2607,45.73,2007-2008,Convencional,Normal,70,Directa,NO,SI,PARAISO 65
57,190,46526,2915,49.4,2008-2009,Convencional,Normal,52,Directa,NO,SI,PARAISO 65
57,150,47047,1787,48.95,2009-2010,Convencional,Normal,52,Directa,NO,SI,PARAISO 65
57,130,41290,2059,40.9,2003-2004,Convencional,Normal,52,Convencional,NO,SI,PARAISO 27
57,132,48523,3173,48.2,2008-2009,Convencional,Normal,52,Directa,NO,SI,PARAISO 21
57,163,68021,2625,51.23,2009-2010,Convencional,Normal,52,Directa,NO,SI,PARAISO 21
57,189,59513,3458,41.8,2006-2007,Convencional,Normal,52,Directa,NO,SI,PARAISO 20
57,180,45767,2247,38.68,2007-2008,Clearfield,Normal,70,Directa,NO,SI,PARAISO 102 CL
57,125,25280,2645,49.42,2010-2011,Clearfield,Normal,52,Directa,NO,SI,PARAISO 102 CL
57,140,56090,3442,52.89,2014-2015,Convencional,Normal,52,Directa,NO,SI,AROMO 105 CL AO
57,133,51282,3214,52.47,2016-2017,Convencional,Normal,52,Directa,NO,SI,AROMO 105 CL AO
57,160,56090,4216,53.91,2014-2015,Convencional,Normal,52,Directa,NO,SI,MSG 123 CL HO
57,136,49679,3468,49.57,2016-2017,Convencional,Normal,52,Directa,NO,SI,LG 5678 CL PLUS
57,155,60096,4742,54.15,2014-2015,Convencional,Normal,52,Directa,NO,SI,ES DIAGORA
57,115,42964,1790,37.2,2003-2004,Convencional,Normal,52,Convencional,NO,SI,KWSOL TROPEL
57,190,46461,2097,39.96,2007-2008,Convencional,Normal,52,Directa,NO,SI,KWSOL BAQUEANO
57,170,56622,2056,41.36,2007-2008,Convencional,Normal,52,Directa,NO,SI,KWSOL 770
57,166,54945,3132,47.09,2010-2011,Convencional,Normal,52,Directa,NO,SI,KWSOL 502 DMR
57,100,25528,2002,48.51,2010-2011,Clearfield,Normal,52,Directa,NO,SI,KWSOL 492 CL
57,150,49545,2940,47.06,2003-2004,Convencional,Normal,52,Directa,NO,SI,BAGUAL
57,150,44363,1988,48.74,2003-2004,Convencional,Normal,70,Directa,NO,SI,BAGUAL
57,152,45107,1661,43.93,2009-2010,Convencional,Normal,52,Directa,NO,SI,HELIO 360
57,120,40611,2066,39.2,2003-2004,Convencional,Normal,52,Convencional,NO,SI,HELIO 3002
57,125,38884,1701,42.1,2003-2004,Convencional,Normal,52,Convencional,NO,SI,HELIO 3001
57,166,46383,3066,44.2,2006-2007,Convencional,Normal,70,Convencional,NO,SI,HELIO 253
57,149,55417,2556,39.6,2006-2007,Convencional,Normal,52,Directa,NO,SI,HELIO 253
57,136,50662,1682,49.33,2009-2010,Convencional,Normal,52,Directa,NO,SI,HELIO 250
57,101,61410,839,53.44,2009-2010,Convencional,Normal,52,Directa,NO,SI,PAMPERO DM
57,160,43971,1494,49.6,2009-2010,Convencional,Normal,70,Directa,NO,SI,PAMPERO DM
57,169,56319,3422,50.3,2010-2011,Convencional,Normal,52,Directa,NO,SI,PAMPERO DM
57,125,42686,3101,56.57,2010-2011,Convencional,Normal,70,Directa,NO,SI,PAMPERO DM
57,170,41711,2589,35.85,2007-2008,Alto Oleico,Normal,70,Directa,NO,SI,PAIHUEN
57,152,53903,2224,48.94,2009-2010,Convencional,Normal,52,Directa,NO,SI,PAIHUEN
57,170,45152,3429,40.2,2002-2003,Convencional,Normal,52,Convencional,NO,SI,MILLEN
57,150,56891,4442,50.45,2014-2015,Convencional,Normal,52,Directa,NO,SI,CAUQUEN
57,114,53686,2648,48.95,2016-2017,Convencional,Normal,52,Directa,NO,SI,CACIQUE 308 CL
57,143,67016,2615,54.8,2009-2010,Convencional,Normal,52,Directa,NO,SI,NTO 1.0 CL
57,144,47428,3084,49.34,2003-2004,Convencional,Normal,52,Directa,NO,SI,MG 5
57,140,44747,1933,47.96,2003-2004,Convencional,Normal,70,Directa,NO,SI,MG 5
57,124,50103,2913,45.77,2003-2004,Convencional,Normal,52,Directa,NO,SI,GH 1100
57,130,45070,2154,45.97,2003-2004,Convencional,Normal,70,Directa,NO,SI,GH 1100
57,181,41428,3685,41.5,2006-2007,Convencional,Normal,70,Convencional,NO,SI,GH 1100
57,190,57168,2064,39.06,2007-2008,Convencional,Normal,52,Directa,NO,SI,GH 1100
57,160,44092,2151,36.07,2007-2008,Clearfield,Normal,70,Directa,NO,SI,DM 315 CL
57,116,46103,3216,44.2,2008-2009,Convencional,Normal,52,Directa,SI,NO,DM 280
57,104,59879,1089,52.62,2009-2010,Convencional,Normal,52,Directa,NO,SI,DM 233
57,160,73502,2745,46.88,2009-2010,Convencional,Normal,52,Directa,NO,SI,DM 230
57,161,49932,1709,43.19,2009-2010,Convencional,Normal,52,Directa,NO,SI,TEHUELCHE CL
57,110,66843,1121,53.86,2009-2010,Convencional,Normal,52,Directa,NO,SI,MATACO
57,135,48252,1007,45.04,2009-2010,Convencional,Normal,52,Directa,NO,SI,MATACO
57,140,58584,1619,44.95,2009-2010,Convencional,Normal,52,Directa,NO,SI,KOYA
57,168,54945,3268,46.45,2010-2011,Convencional,Normal,52,Directa,NO,SI,KOYA
57,125,38191,2876,51.65,2010-2011,Convencional,Normal,70,Directa,NO,SI,KOYA
57,174,49016,2493,39.9,2006-2007,Convencional,Normal,52,Directa,NO,SI,ARAUCANO CL
57,163,45238,2959,48.9,2002-2003,Convencional,Tardia,70,Convencional,NO,SI,BUCK SOLFLOR
57,123,59532,955,52.03,2009-2010,Convencional,Normal,52,Directa,NO,NO,BUCK SOLFLOR
57,167,34804,2024,49.45,2009-2010,Convencional,Normal,70,Directa,NO,SI,BUCK SOLFLOR
57,180,42757,2342,38.59,2007-2008,Convencional,Normal,70,Directa,NO,SI,BUCK 455 DMR
57,169,43769,3043,45.2,2008-2009,Convencional,Normal,70,Directa,NO,SI,BUCK 455 DMR
57,135,43187,2623,54.92,2010-2011,Convencional,Normal,70,Directa,NO,SI,BUCK 260
57,166,47286,1786,45.58,2009-2010,Convencional,Normal,52,Directa,NO,SI,BUCK 250
57,171,42724,3552,43.3,2006-2007,Convencional,Normal,70,Convencional,NO,SI,BGH 521
57,168,44243,3462,48.9,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,BS 92 INTA
57,168,44243,3462,48.9,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,BS 92 INTA
57,143,35450,2109,46.85,2009-2010,Convencional,Normal,70,Directa,NO,SI,BS 92 INTA
57,174,53571,3267,50.17,2010-2011,Convencional,Normal,52,Directa,NO,SI,ACONCAGUA DMR
57,161,70530,2403,53.1,2009-2010,Convencional,Normal,52,Directa,NO,NO,ACONCAGUA
57,184,53571,3024,50.75,2010-2011,Convencional,Normal,52,Directa,NO,SI,EXP ARGENSOL G 7002
57,128,52885,3080,46.12,2016-2017,Convencional,Normal,52,Directa,NO,SI,ARGENSOL 72 CL
57,145,55288,3852,50.03,2014-2015,Convencional,Normal,52,Directa,NO,SI,ARGENSOL 50 AO
57,160,40815,3093,48.8,2008-2009,Convencional,Normal,70,Directa,NO,SI,ARGENSOL 20
57,160,58494,3307,53.82,2014-2015,Convencional,Normal,52,Directa,SI,NO,SUNGRO 70 CL PLUS
57,133,38007,1537,43.96,2009-2010,Clearfield,Normal,70,Directa,NO,SI,NEO 9 CL
57,120,24922,2278,49.52,2010-2011,Clearfield,Normal,52,Directa,NO,SI,NEO 9 CL
57,170,38713,2056,48.35,2009-2010,Convencional,Normal,70,Directa,NO,SI,VDH 487
57,165,46251,2373,45.5,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,OLISUN 2
57,165,46251,2373,45.5,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,OLISUN 2
57,174,44540,3463,49.9,2008-2009,Convencional,Normal,70,Directa,NO,SI,CF 27
57,167,72045,2770,51.61,2009-2010,Convencional,Normal,52,Directa,NO,SI,CF 201
57,164,60354,2991,46.08,2003-2004,Convencional,Normal,52,Directa,NO,NO,CF 19
57,154,47348,3202,45.4,2003-2004,Convencional,Normal,52,Directa,NO,NO,CF 19
57,153,57472,2219,47.84,2003-2004,Convencional,Normal,52,Directa,NO,SI,CF 17
57,159,49036,3654,47.3,2008-2009,Convencional,Normal,52,Directa,NO,SI,AGUARA 4
57,154,52238,1797,47.08,2009-2010,Convencional,Normal,52,Directa,NO,SI,AGUARA 4
57,126,52885,2979,51.07,2016-2017,Convencional,Normal,52,Directa,NO,SI,ADV 5500
57,86,64601,1157,53.43,2009-2010,Convencional,Normal,52,Directa,SI,NO,AD 68 GY
57,153,35734,1460,48.26,2009-2010,Clearfield,Normal,70,Directa,NO,SI,AD 66 GA CL
57,158,55632,3460,45.14,2010-2011,Convencional,Normal,52,Directa,NO,SI,AD 66 GA CL
57,175,39506,2136,36.97,2007-2008,Alto Oleico,Normal,70,Directa,NO,SI,ACA 885
57,150,64849,2699,48.74,2003-2004,Convencional,Normal,52,Directa,NO,SI,ACA 876
57,130,51083,3361,48.67,2003-2004,Convencional,Normal,52,Directa,NO,SI,ACA 876
57,169,55109,2870,41.2,2006-2007,Convencional,Normal,52,Directa,NO,SI,ACA 872
57,170,36388,2475,38.74,2007-2008,Convencional,Normal,70,Directa,NO,SI,ACA 872
57,141,44017,3052,42.1,2006-2007,Convencional,Normal,70,Convencional,NO,SI,ACA 861
58,161,28514,1950,46.97,2009-2010,Convencional,Normal,70,Directa,NO,SI,SIERRA
58,160,34921,2032,46.26,2009-2010,Convencional,Normal,70,Directa,NO,SI,SIERRA
58,155,42064,1796,47.88,2009-2010,Convencional,Normal,70,Directa,NO,SI,SEA 2088 C
58,110,42735,4313,50.78,2010-2011,Convencional,Normal,70,Directa,NO,SI,SY 4071
58,145,57692,3646,51.97,2014-2015,Convencional,Normal,52,Directa,NO,SI,SY 3965 CL HO
58,165,44581,2737,45.07,2003-2004,Convencional,Normal,70,Directa,NO,SI,SPS 4530
58,145,56090,3825,53.08,2014-2015,Convencional,Normal,52,Directa,NO,SI,SPS 3850 CL
58,95,25377,2765,50.48,2010-2011,Clearfield,Normal,52,Directa,NO,SI,SPS 3800 CL
58,165,42063,2260,36.52,2007-2008,Alto Oleico,Normal,70,Directa,NO,SI,SPS 3204
58,155,35362,1910,44.5,2009-2010,Convencional,Normal,70,Directa,NO,SI,SPS 3200 AO
58,195,56513,2098,43.52,2007-2008,Convencional,Normal,52,Directa,NO,SI,SPS 3190
58,167,44139,2180,48.85,2009-2010,Convencional,Normal,70,Directa,NO,SI,SPS 3109 RDM
58,120,45678,1826,38.1,2003-2004,Convencional,Normal,52,Convencional,NO,SI,SPS 3102
58,135,45544,2446,51.74,2003-2004,Convencional,Normal,70,Directa,NO,SI,SPS 3102
58,130,39689,1810,35.5,2003-2004,Convencional,Normal,52,Convencional,NO,SI,SPS 3150
58,165,42749,2891,46.2,2006-2007,Convencional,Normal,70,Convencional,NO,NO,SPS 3142
58,159,44392,3594,43.5,2006-2007,Convencional,Normal,70,Convencional,NO,SI,SPS 3105
58,139,47937,3567,49.81,2003-2004,Convencional,Normal,52,Directa,NO,SI,NK 70 CL
58,150,48422,1610,46.89,2009-2010,Convencional,Normal,52,Directa,NO,SI,NK 52
58,155,49712,1098,46.4,2009-2010,Convencional,Normal,52,Directa,NO,NO,NK 52
58,171,43733,1963,51.45,2009-2010,Convencional,Normal,70,Directa,NO,NO,NK 52
58,167,41000,1688,45.78,2009-2010,Convencional,Normal,70,Directa,NO,SI,NK 50
58,145,64102,2371,53.9,2009-2010,Convencional,Normal,52,Directa,NO,SI,NK 46 CL
58,156,47796,1568,48.71,2009-2010,Convencional,Normal,52,Directa,NO,SI,MACON
58,88,70218,1442,56.7,2009-2010,Convencional,Normal,52,Directa,NO,SI,DEKASOL 4200
58,140,60096,4757,53.56,2014-2015,Convencional,Normal,52,Directa,NO,SI,DEKASOL 4065
58,115,43396,2204,32.6,2003-2004,Convencional,Normal,52,Convencional,NO,SI,DEKASOL 4040
58,136,55559,3328,47.34,2003-2004,Convencional,Normal,52,Directa,NO,SI,DEKASOL 4040
58,170,39978,3227,47.2,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,DEKASOL 3945 OIL PLUS
58,170,39978,3227,47.2,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,DEKASOL 3945 OIL PLUS
58,158,67720,2740,50.02,2009-2010,Convencional,Normal,52,Directa,NO,SI,DEKASOL 3940 DM
58,105,68246,1505,50.77,2009-2010,Convencional,Normal,52,Directa,NO,SI,DEKASOL 3820
58,130,45958,2610,45.11,2003-2004,Convencional,Normal,70,Directa,SI,NO,ATUEL
58,150,47527,3616,46.7,2008-2009,Convencional,Normal,52,Directa,NO,SI,AGROBEL 976 DM
58,102,62316,1128,53.93,2009-2010,Convencional,Normal,52,Directa,NO,SI,AGROBEL 975
58,164,47704,4001,48.5,2008-2009,Convencional,Normal,52,Directa,NO,SI,AGROBEL 963
58,167,43155,3065,45.4,2006-2007,Convencional,Normal,70,Convencional,NO,SI,AGROBEL 962 DM
58,155,46194,2379,45.5,2002-2003,Convencional,Normal,52,Convencional,NO,SI,AGROBEL 962
58,175,39340,2033,39.8,2007-2008,Convencional,Normal,70,Directa,NO,SI,AGROBEL 962
58,142,43822,3113,44.3,2006-2007,Convencional,Normal,70,Convencional,NO,SI,AGROBEL 960
58,145,48540,2648,49.75,2007-2008,Convencional,Normal,70,Directa,NO,SI,AGROBEL 960
58,155,47619,3912,48.4,2002-2003,Convencional,Normal,70,Convencional,NO,SI,ZENIT
58,110,38142,1892,35.8,2003-2004,Convencional,Normal,52,Convencional,NO,SI,TRITON MAX
58,130,56498,3066,50.75,2003-2004,Convencional,Normal,52,Directa,NO,SI,TRITON MAX
58,145,44360,2704,51.28,2003-2004,Convencional,Normal,70,Directa,NO,SI,TRITON MAX
58,166,38031,2331,46.6,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,SRM 822 AO
58,166,38031,2331,46.6,2008-2009,Alto Oleico,Normal,70,Directa,NO,SI,SRM 822 AO
58,175,56408,3099,39.6,2006-2007,Convencional,Normal,52,Directa,NO,SI,CIRO
58,169,54945,3266,47.53,2010-2011,Convencional,Normal,52,Directa,NO,SI,CKP 2200
58,161,51559,3392,40.4,2006-2007,Convencional,Normal,52,Directa,NO,SI,ALBISOL 21
58,190,34242,1861,36.53,2007-2008,Convencional,Normal,70,Directa,NO,SI,ALBISOL 21
58,181,47750,2802,38.5,2006-2007,Convencional,Normal,52,Directa,NO,SI,ALBISOL 20 CL
58,150,39663,2898,51.7,2007-2008,Convencional,Normal,70,Directa,NO,SI,RELMO 210
58,166,68632,2613,49.29,2009-2010,Convencional,Normal,52,Directa,NO,SI,QC 6730
58,158,68473,2294,52.13,2009-2010,Convencional,Normal,52,Directa,NO,SI,PROSOL 101 CL
58,162,38299,1731,50.66,2009-2010,Clearfield,Normal,70,Directa,NO,SI,PIONEER 65 Z 55 CL
58,161,54258,3223,50.93,2010-2011,Convencional,Normal,52,Directa,NO,SI,PIONEER 65 A 40
58,169,64987,2813,49.31,2009-2010,Convencional,Normal,52,Directa,NO,SI,PIONEER 65 A 25
